tree_node,pair_age,sp1,sp2,abaxial_stomatal_density_mm2,adaxial_stomatal_density_mm2,abaxial_stomatal_length_um,adaxial_stomatal_length_um,abaxial_stomatal_area_um2,adaxial_stomatal_area_um2,abaxial_gmax,adaxial_gmax,abaxial_fs,adaxial_fs,chromostome_number_2n,ploidy_level_x,dna_amount_2c_pg,pair
763,12.28071500030019,Campanula_scheuchzeri,Campanula_stevenii,-0.03354596960784484,0.13179841693870276,0.030717862111024674,0.026114721660378093,0.06143572422204935,0.052229443320756186,-0.002828107496820026,0.15791313859908077,0.02788975461420473,0.18402786025945916,NA,NA,NA,45
777,10.25704100030022,Carum_carvi,Falcaria_vulgaris,-0.42817684393958233,-0.12525918548424797,-0.06987127116470959,-0.06138060181090266,-0.13974254232941918,-0.12276120362180531,-0.4980481151042921,-0.18663978729515057,-0.5679193862690017,-0.24802038910605329,NA,NA,NA,50
778,1.965266000300204,Pimpinella_aurea,Pimpinella_tragium,-0.5296910255572573,-0.015494117951428077,0.10891129117414922,0.0892998684618973,0.21782258234829843,0.1785997369237946,-0.420779734383108,0.07380575051046954,-0.3118684432089588,0.16310561897236697,NA,NA,NA,152
797,5.686680000300214,Teucrium_polium,Teucrium_chamaedrys,0.02987189828674186,-1.3025529468981742,-0.11687879326625539,-0.08249390932153111,-0.23375758653251077,-0.16498781864306267,-0.08700689497951386,-1.3850468562197056,-0.20388568824576925,-1.4675407655412365,NA,NA,NA,205
798,3.922369000300222,Ajuga_orientalis,Ajuga_comata,0.1696515368865703,0.21030998993253225,-8.201975656032534e-4,0.02398525037190935,-0.0016403951312065068,0.0479705007438187,0.1688313393209673,0.23429524030444174,0.1680111417553638,0.25828049067635117,NA,NA,NA,11
862,21.894459000300202,Cynanchum_mongolicum,Wrightia_tinctoria,0.40637317620890023,-0.7018556925735069,0.15952215762248834,0.3061696353163923,0.3190443152449767,0.6123392706327846,0.5658953338313888,-0.39568605725711464,0.7254174914538772,-0.08951642194072251,NA,NA,NA,67
863,3.965063000300205,Catharanthus_pusillus,Catharanthus_roseus,-0.3133804340504103,-0.9886863346422219,-0.06963592814139452,-0.08543019532462637,-0.13927185628278904,-0.17086039064925274,-0.3830163621918049,-1.0741165299668487,-0.4526522903331994,-1.1595467252914748,NA,NA,NA,51
920,22.243074000300197,Rumex_acetoselloides,Rumex_tuberosus,0.01766780907108978,-0.09487175155746796,-0.023669158585149175,-0.04347642014739006,-0.04733831717029835,-0.08695284029478012,-0.0060013495140593676,-0.13834817170485786,-0.02967050809920857,-0.18182459185224764,NA,NA,NA,167
921,33.80679000030021,Rheum_emodi,Fagopyrum_esculentum,-0.1524598102595629,-0.10914446942506806,0.17069622716897492,0.07378621416091868,0.3413924543379503,0.14757242832183737,0.018236416909412134,-0.035358255264149485,0.1889326440783874,0.03842795889676931,NA,NA,NA,165
1032,46.05332300030021,Potentilla_szovitsii,Potentilla_tanacetifolia,0.08272086693067271,1.3492480847723132,-0.19382002601611292,-0.34034326856498653,-0.38764005203222585,-0.6806865371299731,-0.11109915908544027,1.0089048162073266,-0.30491918510155314,0.6685615476423401,NA,NA,NA,158
